Mar 16, 2019	137.91	144.56	137.91	142.40	4,839,003,569	14,989,691,491
Mar 15, 2019	133.57	138.40	133.57	137.69	4,506,861,856	14,492,364,551
Mar 14, 2019	133.20	135.18	132.75	133.71	4,476,532,147	14,071,628,064
Mar 13, 2019	134.61	134.61	132.72	133.26	4,265,162,099	14,022,610,219
Mar 12, 2019	134.01	135.27	130.94	134.44	4,709,988,000	14,144,929,392
Mar 11, 2019	136.85	137.35	133.10	133.83	4,689,807,419	14,079,044,648
